total_doc_num=500 doc_type=2 qry_type=2
VOM19980428.0900.0156 -4.700429e-002 VOM19980428.0900.0156
VOM19980430.0900.0001 -4.702415e-002 VOM19980430.0900.0001
VOM19980508.0700.0088 -4.705311e-002 VOM19980508.0700.0088
VOM19980314.0700.0307 -4.707586e-002 VOM19980314.0700.0307
VOM19980220.0900.1979 -4.710897e-002 VOM19980220.0900.1979
VOM19980424.0900.0036 -4.712794e-002 VOM19980424.0900.0036
VOM19980316.0900.0163 -4.713535e-002 VOM19980316.0900.0163
VOM19980319.0900.0162 -4.717792e-002 VOM19980319.0900.0162
VOM19980522.0700.0381 -4.728455e-002 VOM19980522.0700.0381
VOM19980610.0700.0445 -4.729454e-002 VOM19980610.0700.0445
VOM19980529.0730.0174 -4.732280e-002 VOM19980529.0730.0174
VOM19980529.0700.0486 -4.732280e-002 VOM19980529.0700.0486
VOM19980621.0730.0001 -4.736215e-002 VOM19980621.0730.0001
VOM19980317.0900.1914 -4.742503e-002 VOM19980317.0900.1914
VOM19980403.0900.2034 -4.744167e-002 VOM19980403.0900.2034
VOM19980603.0700.0226 -4.747003e-002 VOM19980603.0700.0226
VOM19980617.0700.0190 -4.750488e-002 VOM19980617.0700.0190
VOM19980602.0700.0383 -4.751555e-002 VOM19980602.0700.0383
VOM19980501.0700.0556 -4.757626e-002 VOM19980501.0700.0556
VOM19980220.0900.2343 -4.765176e-002 VOM19980220.0900.2343
VOM19980223.0900.0629 -4.765743e-002 VOM19980223.0900.0629
VOM19980508.0730.0080 -4.770057e-002 VOM19980508.0730.0080
VOM19980317.0900.2174 -4.777042e-002 VOM19980317.0900.2174
VOM19980303.0900.2868 -4.777087e-002 VOM19980303.0900.2868
VOM19980314.0700.1911 -4.778086e-002 VOM19980314.0700.1911
VOM19980528.0900.0106 -4.783542e-002 VOM19980528.0900.0106
VOM19980306.0700.0638 -4.786689e-002 VOM19980306.0700.0638
VOM19980312.0900.0230 -4.786824e-002 VOM19980312.0900.0230
VOM19980416.0900.0171 -4.798040e-002 VOM19980416.0900.0171
VOM19980226.0900.3539 -4.805979e-002 VOM19980226.0900.3539
VOM19980511.0900.0208 -4.812863e-002 VOM19980511.0900.0208
VOM19980314.0700.0373 -4.821222e-002 VOM19980314.0700.0373
VOM19980312.0900.0497 -4.824496e-002 VOM19980312.0900.0497
VOM19980616.0700.0146 -4.841926e-002 VOM19980616.0700.0146
VOM19980305.0900.0332 -4.849780e-002 VOM19980305.0900.0332
VOM19980303.0900.3480 -4.851991e-002 VOM19980303.0900.3480
VOM19980529.0900.0276 -4.858485e-002 VOM19980529.0900.0276
VOM19980529.0700.0562 -4.858485e-002 VOM19980529.0700.0562
VOM19980223.0700.0632 -4.866633e-002 VOM19980223.0700.0632
VOM19980619.0900.0252 -4.870458e-002 VOM19980619.0900.0252
VOM19980602.0700.0036 -4.874530e-002 VOM19980602.0700.0036
VOM19980302.0900.0510 -4.875536e-002 VOM19980302.0900.0510
VOM19980507.0700.0034 -4.885950e-002 VOM19980507.0700.0034
VOM19980421.0900.0076 -4.899231e-002 VOM19980421.0900.0076
VOM19980505.0900.0119 -4.900387e-002 VOM19980505.0900.0119
VOM19980505.0730.0154 -4.900387e-002 VOM19980505.0730.0154
VOM19980505.0700.0033 -4.909989e-002 VOM19980505.0700.0033
VOM19980620.0700.0393 -4.923600e-002 VOM19980620.0700.0393
VOM19980301.0700.0250 -4.925235e-002 VOM19980301.0700.0250
VOM19980317.0700.0454 -4.925998e-002 VOM19980317.0700.0454
VOM19980528.0900.0135 -4.932617e-002 VOM19980528.0900.0135
VOM19980621.0700.0052 -4.933540e-002 VOM19980621.0700.0052
VOM19980611.0900.0185 -4.938526e-002 VOM19980611.0900.0185
VOM19980502.0700.0095 -4.951039e-002 VOM19980502.0700.0095
VOM19980428.0900.0005 -4.955242e-002 VOM19980428.0900.0005
VOM19980304.0900.0398 -4.955804e-002 VOM19980304.0900.0398
VOM19980515.0730.0097 -4.959856e-002 VOM19980515.0730.0097
VOM19980303.0900.1169 -4.977373e-002 VOM19980303.0900.1169
VOM19980507.0730.0066 -4.979019e-002 VOM19980507.0730.0066
VOM19980317.0900.2028 -4.981748e-002 VOM19980317.0900.2028
VOM19980520.0700.0308 -4.989363e-002 VOM19980520.0700.0308
VOM19980529.0700.0041 -4.995301e-002 VOM19980529.0700.0041
VOM19980619.0730.0035 -4.998479e-002 VOM19980619.0730.0035
VOM19980305.0900.1999 -4.998887e-002 VOM19980305.0900.1999
VOM19980312.0900.1782 -5.008392e-002 VOM19980312.0900.1782
VOM19980623.0730.0001 -5.017926e-002 VOM19980623.0730.0001
VOM19980511.0900.0244 -5.021291e-002 VOM19980511.0900.0244
VOM19980327.0900.0221 -5.025609e-002 VOM19980327.0900.0221
VOM19980508.0900.0183 -5.034509e-002 VOM19980508.0900.0183
VOM19980317.0700.0548 -5.036421e-002 VOM19980317.0700.0548
VOM19980630.0730.0136 -5.036823e-002 VOM19980630.0730.0136
VOM19980611.0700.0289 -5.038618e-002 VOM19980611.0700.0289
VOM19980403.0700.0129 -5.041027e-002 VOM19980403.0700.0129
VOM19980612.0900.0008 -5.047440e-002 VOM19980612.0900.0008
VOM19980319.0700.0108 -5.058344e-002 VOM19980319.0700.0108
VOM19980616.0730.0074 -5.060397e-002 VOM19980616.0730.0074
VOM19980326.0900.3367 -5.067959e-002 VOM19980326.0900.3367
VOM19980430.0900.0035 -5.079307e-002 VOM19980430.0900.0035
VOM19980306.0700.0238 -5.087654e-002 VOM19980306.0700.0238
VOM19980630.0730.0043 -5.090218e-002 VOM19980630.0730.0043
VOM19980312.0900.3360 -5.094963e-002 VOM19980312.0900.3360
VOM19980624.0700.0434 -5.099082e-002 VOM19980624.0700.0434
VOM19980327.0900.1798 -5.099493e-002 VOM19980327.0900.1798
VOM19980527.0700.0426 -5.102180e-002 VOM19980527.0700.0426
VOM19980316.0700.0499 -5.113444e-002 VOM19980316.0700.0499
VOM19980625.0700.0117 -5.114027e-002 VOM19980625.0700.0117
VOM19980224.0900.2174 -5.114853e-002 VOM19980224.0900.2174
VOM19980604.0700.0499 -5.125268e-002 VOM19980604.0700.0499
VOM19980626.0700.0131 -5.133837e-002 VOM19980626.0700.0131
VOM19980614.0730.0072 -5.138138e-002 VOM19980614.0730.0072
VOM19980317.0700.0220 -5.145184e-002 VOM19980317.0700.0220
VOM19980223.0900.0477 -5.146460e-002 VOM19980223.0900.0477
VOM19980510.0730.0063 -5.150880e-002 VOM19980510.0730.0063
VOM19980606.0730.0212 -5.153191e-002 VOM19980606.0730.0212
VOM19980610.0730.0112 -5.160504e-002 VOM19980610.0730.0112
VOM19980319.0900.1855 -5.162942e-002 VOM19980319.0900.1855
VOM19980612.0900.0274 -5.166408e-002 VOM19980612.0900.0274
VOM19980612.0730.0272 -5.166408e-002 VOM19980612.0730.0272
VOM19980228.0700.1861 -5.170222e-002 VOM19980228.0700.1861
VOM19980317.0900.1996 -5.179204e-002 VOM19980317.0900.1996
VOM19980317.0900.0192 -5.179204e-002 VOM19980317.0900.0192
VOM19980530.0700.0107 -5.181684e-002 VOM19980530.0700.0107
VOM19980605.0730.0152 -5.184474e-002 VOM19980605.0730.0152
VOM19980605.0700.0194 -5.184474e-002 VOM19980605.0700.0194
VOM19980303.0700.0561 -5.198799e-002 VOM19980303.0700.0561
VOM19980226.0900.0245 -5.199754e-002 VOM19980226.0900.0245
VOM19980424.0900.0178 -5.212818e-002 VOM19980424.0900.0178
VOM19980319.0700.0452 -5.215196e-002 VOM19980319.0700.0452
VOM19980623.0730.0140 -5.216199e-002 VOM19980623.0730.0140
VOM19980522.0730.0161 -5.228646e-002 VOM19980522.0730.0161
VOM19980529.0730.0279 -5.249759e-002 VOM19980529.0730.0279
VOM19980527.0700.0388 -5.252932e-002 VOM19980527.0700.0388
VOM19980612.0730.0286 -5.267197e-002 VOM19980612.0730.0286
VOM19980223.0700.1295 -5.271582e-002 VOM19980223.0700.1295
VOM19980326.0700.0288 -5.273258e-002 VOM19980326.0700.0288
VOM19980612.0700.0257 -5.273347e-002 VOM19980612.0700.0257
VOM19980302.0900.1110 -5.273401e-002 VOM19980302.0900.1110
VOM19980225.0700.0474 -5.281957e-002 VOM19980225.0700.0474
VOM19980605.0900.0007 -5.285075e-002 VOM19980605.0900.0007
VOM19980220.0700.0559 -5.286220e-002 VOM19980220.0700.0559
VOM19980509.0700.0089 -5.286921e-002 VOM19980509.0700.0089
VOM19980509.0730.0066 -5.290220e-002 VOM19980509.0730.0066
VOM19980508.0700.0246 -5.294411e-002 VOM19980508.0700.0246
VOM19980603.0700.0409 -5.294758e-002 VOM19980603.0700.0409
VOM19980522.0900.0158 -5.299268e-002 VOM19980522.0900.0158
VOM19980317.0900.3300 -5.300438e-002 VOM19980317.0900.3300
VOM19980612.0900.0168 -5.309425e-002 VOM19980612.0900.0168
VOM19980326.0900.0118 -5.326896e-002 VOM19980326.0900.0118
VOM19980325.0900.3393 -5.332202e-002 VOM19980325.0900.3393
VOM19980612.0730.0117 -5.332313e-002 VOM19980612.0730.0117
VOM19980524.0730.0122 -5.348525e-002 VOM19980524.0730.0122
VOM19980502.0730.0047 -5.350135e-002 VOM19980502.0730.0047
VOM19980507.0900.0040 -5.350721e-002 VOM19980507.0900.0040
VOM19980223.0900.0378 -5.358775e-002 VOM19980223.0900.0378
VOM19980325.0900.3063 -5.364396e-002 VOM19980325.0900.3063
VOM19980613.0700.0379 -5.367404e-002 VOM19980613.0700.0379
VOM19980520.0730.0269 -5.374992e-002 VOM19980520.0730.0269
VOM19980605.0730.0003 -5.376233e-002 VOM19980605.0730.0003
VOM19980628.0730.0091 -5.377090e-002 VOM19980628.0730.0091
VOM19980303.0700.0590 -5.383679e-002 VOM19980303.0700.0590
VOM19980305.0900.2166 -5.389199e-002 VOM19980305.0900.2166
VOM19980223.0700.0800 -5.401991e-002 VOM19980223.0700.0800
VOM19980505.0900.0091 -5.407324e-002 VOM19980505.0900.0091
VOM19980505.0730.0122 -5.407324e-002 VOM19980505.0730.0122
VOM19980603.0730.0115 -5.410593e-002 VOM19980603.0730.0115
VOM19980523.0700.0491 -5.419641e-002 VOM19980523.0700.0491
VOM19980304.0900.1823 -5.432624e-002 VOM19980304.0900.1823
VOM19980623.0730.0228 -5.434676e-002 VOM19980623.0730.0228
VOM19980630.0700.0071 -5.447402e-002 VOM19980630.0700.0071
VOM19980305.0700.0395 -5.451388e-002 VOM19980305.0700.0395
VOM19980306.0700.0284 -5.460707e-002 VOM19980306.0700.0284
VOM19980530.0730.0037 -5.463104e-002 VOM19980530.0730.0037
VOM19980326.0900.3298 -5.472264e-002 VOM19980326.0900.3298
VOM19980526.0900.0057 -5.472363e-002 VOM19980526.0900.0057
VOM19980317.0900.0330 -5.489411e-002 VOM19980317.0900.0330
VOM19980319.0700.0399 -5.511981e-002 VOM19980319.0700.0399
VOM19980531.0700.0120 -5.512819e-002 VOM19980531.0700.0120
VOM19980603.0730.0202 -5.520059e-002 VOM19980603.0730.0202
VOM19980404.0700.0082 -5.529571e-002 VOM19980404.0700.0082
VOM19980605.0700.0482 -5.530779e-002 VOM19980605.0700.0482
VOM19980624.0700.0044 -5.558797e-002 VOM19980624.0700.0044
VOM19980603.0700.0334 -5.558962e-002 VOM19980603.0700.0334
VOM19980521.0730.0104 -5.564179e-002 VOM19980521.0730.0104
VOM19980317.0700.0156 -5.564819e-002 VOM19980317.0700.0156
VOM19980623.0730.0031 -5.568831e-002 VOM19980623.0730.0031
VOM19980224.0700.0616 -5.571649e-002 VOM19980224.0700.0616
VOM19980624.0700.0486 -5.572129e-002 VOM19980624.0700.0486
VOM19980304.0700.0737 -5.588004e-002 VOM19980304.0700.0737
VOM19980617.0730.0243 -5.588329e-002 VOM19980617.0730.0243
VOM19980521.0700.0100 -5.599079e-002 VOM19980521.0700.0100
VOM19980523.0700.0189 -5.604581e-002 VOM19980523.0700.0189
VOM19980228.0700.0187 -5.607904e-002 VOM19980228.0700.0187
VOM19980625.0730.0189 -5.617718e-002 VOM19980625.0730.0189
VOM19980606.0700.0460 -5.617861e-002 VOM19980606.0700.0460
VOM19980311.0700.0234 -5.619528e-002 VOM19980311.0700.0234
VOM19980306.0700.0507 -5.627396e-002 VOM19980306.0700.0507
VOM19980222.0700.0302 -5.629158e-002 VOM19980222.0700.0302
VOM19980620.0730.0003 -5.632158e-002 VOM19980620.0730.0003
VOM19980502.0730.0081 -5.633004e-002 VOM19980502.0730.0081
VOM19980422.0900.0173 -5.634597e-002 VOM19980422.0900.0173
VOM19980529.0900.0008 -5.635139e-002 VOM19980529.0900.0008
VOM19980529.0730.0003 -5.635139e-002 VOM19980529.0730.0003
VOM19980403.0900.3366 -5.641987e-002 VOM19980403.0900.3366
VOM19980403.0900.0269 -5.641987e-002 VOM19980403.0900.0269
VOM19980507.0730.0034 -5.662559e-002 VOM19980507.0730.0034
VOM19980506.0700.0208 -5.680675e-002 VOM19980506.0700.0208
VOM19980319.0700.0352 -5.682427e-002 VOM19980319.0700.0352
VOM19980627.0730.0153 -5.682627e-002 VOM19980627.0730.0153
VOM19980515.0900.0047 -5.682980e-002 VOM19980515.0900.0047
VOM19980415.0900.0151 -5.688073e-002 VOM19980415.0900.0151
VOM19980606.0730.0028 -5.698704e-002 VOM19980606.0730.0028
VOM19980530.0730.0266 -5.718270e-002 VOM19980530.0730.0266
VOM19980526.0700.0431 -5.721095e-002 VOM19980526.0700.0431
VOM19980531.0700.0477 -5.722861e-002 VOM19980531.0700.0477
VOM19980502.0700.0149 -5.725205e-002 VOM19980502.0700.0149
VOM19980317.0900.1955 -5.725606e-002 VOM19980317.0900.1955
VOM19980228.0700.1816 -5.734281e-002 VOM19980228.0700.1816
VOM19980223.0700.0240 -5.735257e-002 VOM19980223.0700.0240
VOM19980317.0900.0152 -5.753850e-002 VOM19980317.0900.0152
VOM19980526.0700.0036 -5.759608e-002 VOM19980526.0700.0036
VOM19980508.0900.0068 -5.766100e-002 VOM19980508.0900.0068
VOM19980223.0900.0719 -5.772806e-002 VOM19980223.0900.0719
VOM19980618.0700.0345 -5.773078e-002 VOM19980618.0700.0345
VOM19980619.0700.0149 -5.784815e-002 VOM19980619.0700.0149
VOM19980305.0900.2978 -5.784991e-002 VOM19980305.0900.2978
VOM19980319.0900.3389 -5.795721e-002 VOM19980319.0900.3389
VOM19980503.0730.0067 -5.795882e-002 VOM19980503.0730.0067
VOM19980312.0900.2016 -5.805124e-002 VOM19980312.0900.2016
VOM19980627.0700.0205 -5.806144e-002 VOM19980627.0700.0205
VOM19980530.0700.0037 -5.813731e-002 VOM19980530.0700.0037
VOM19980227.0900.0255 -5.815921e-002 VOM19980227.0900.0255
VOM19980224.0900.2345 -5.817151e-002 VOM19980224.0900.2345
VOM19980220.0900.3473 -5.826359e-002 VOM19980220.0900.3473
VOM19980304.0700.0659 -5.830302e-002 VOM19980304.0700.0659
VOM19980620.0700.0093 -5.830473e-002 VOM19980620.0700.0093
VOM19980531.0730.0040 -5.840779e-002 VOM19980531.0730.0040
VOM19980624.0730.0041 -5.851019e-002 VOM19980624.0730.0041
VOM19980613.0730.0180 -5.862861e-002 VOM19980613.0730.0180
VOM19980326.0900.3400 -5.874577e-002 VOM19980326.0900.3400
VOM19980531.0700.0380 -5.898608e-002 VOM19980531.0700.0380
VOM19980508.0730.0197 -5.903848e-002 VOM19980508.0730.0197
VOM19980505.0900.0185 -5.906853e-002 VOM19980505.0900.0185
VOM19980505.0730.0258 -5.906853e-002 VOM19980505.0730.0258
VOM19980522.0900.0039 -5.915988e-002 VOM19980522.0900.0039
VOM19980522.0730.0037 -5.915988e-002 VOM19980522.0730.0037
VOM19980611.0700.0046 -5.920789e-002 VOM19980611.0700.0046
VOM19980223.0900.0441 -5.930873e-002 VOM19980223.0900.0441
VOM19980503.0700.0412 -5.934398e-002 VOM19980503.0700.0412
VOM19980325.0900.3506 -5.935672e-002 VOM19980325.0900.3506
VOM19980220.0900.2019 -5.954836e-002 VOM19980220.0900.2019
VOM19980619.0700.0216 -5.988211e-002 VOM19980619.0700.0216
VOM19980311.0700.0471 -6.014077e-002 VOM19980311.0700.0471
VOM19980316.0900.3525 -6.017518e-002 VOM19980316.0900.3525
VOM19980507.0900.0269 -6.022191e-002 VOM19980507.0900.0269
VOM19980624.0700.0122 -6.022494e-002 VOM19980624.0700.0122
VOM19980507.0700.0160 -6.041690e-002 VOM19980507.0700.0160
VOM19980619.0730.0105 -6.044381e-002 VOM19980619.0730.0105
VOM19980311.0700.0601 -6.045042e-002 VOM19980311.0700.0601
VOM19980619.0900.0105 -6.047750e-002 VOM19980619.0900.0105
VOM19980509.0730.0027 -6.072988e-002 VOM19980509.0730.0027
VOM19980531.0700.0303 -6.082718e-002 VOM19980531.0700.0303
VOM19980609.0700.0468 -6.089048e-002 VOM19980609.0700.0468
VOM19980311.0700.0516 -6.091683e-002 VOM19980311.0700.0516
VOM19980503.0700.0160 -6.100019e-002 VOM19980503.0700.0160
VOM19980506.0700.0287 -6.101787e-002 VOM19980506.0700.0287
VOM19980531.0730.0195 -6.114351e-002 VOM19980531.0730.0195
VOM19980623.0700.0472 -6.121938e-002 VOM19980623.0700.0472
VOM19980521.0700.0387 -6.122027e-002 VOM19980521.0700.0387
VOM19980319.0900.2169 -6.133968e-002 VOM19980319.0900.2169
VOM19980305.0900.0413 -6.170796e-002 VOM19980305.0900.0413
VOM19980604.0700.0236 -6.176275e-002 VOM19980604.0700.0236
VOM19980626.0730.0003 -6.190116e-002 VOM19980626.0730.0003
VOM19980526.0700.0275 -6.197844e-002 VOM19980526.0700.0275
VOM19980220.0700.1159 -6.210452e-002 VOM19980220.0700.1159
VOM19980506.0900.0225 -6.211922e-002 VOM19980506.0900.0225
VOM19980406.0900.0112 -6.216272e-002 VOM19980406.0900.0112
VOM19980223.0700.0458 -6.225457e-002 VOM19980223.0700.0458
VOM19980530.0700.0445 -6.229544e-002 VOM19980530.0700.0445
VOM19980509.0700.0245 -6.235638e-002 VOM19980509.0700.0245
VOM19980305.0700.2004 -6.253438e-002 VOM19980305.0700.2004
VOM19980507.0700.0242 -6.268264e-002 VOM19980507.0700.0242
VOM19980530.0730.0138 -6.281625e-002 VOM19980530.0730.0138
VOM19980428.0900.0215 -6.300689e-002 VOM19980428.0900.0215
VOM19980625.0700.0514 -6.311453e-002 VOM19980625.0700.0514
VOM19980520.0730.0230 -6.326731e-002 VOM19980520.0730.0230
VOM19980223.0900.1997 -6.357865e-002 VOM19980223.0900.1997
VOM19980609.0900.0043 -6.359417e-002 VOM19980609.0900.0043
VOM19980606.0700.0422 -6.367283e-002 VOM19980606.0700.0422
VOM19980317.0900.0376 -6.370203e-002 VOM19980317.0900.0376
VOM19980607.0700.0045 -6.375480e-002 VOM19980607.0700.0045
VOM19980624.0900.0001 -6.378698e-002 VOM19980624.0900.0001
VOM19980624.0900.0040 -6.379843e-002 VOM19980624.0900.0040
VOM19980625.0730.0167 -6.380800e-002 VOM19980625.0730.0167
VOM19980625.0700.0277 -6.380800e-002 VOM19980625.0700.0277
VOM19980521.0730.0070 -6.384105e-002 VOM19980521.0730.0070
VOM19980306.0700.0671 -6.402175e-002 VOM19980306.0700.0671
VOM19980303.0700.0655 -6.408567e-002 VOM19980303.0700.0655
VOM19980327.0900.1954 -6.411931e-002 VOM19980327.0900.1954
VOM19980625.0700.0548 -6.412546e-002 VOM19980625.0700.0548
VOM19980623.0900.0002 -6.416672e-002 VOM19980623.0900.0002
VOM19980624.0730.0001 -6.417651e-002 VOM19980624.0730.0001
VOM19980609.0730.0080 -6.440903e-002 VOM19980609.0730.0080
VOM19980609.0700.0178 -6.440903e-002 VOM19980609.0700.0178
VOM19980604.0730.0106 -6.446984e-002 VOM19980604.0730.0106
VOM19980619.0900.0264 -6.450487e-002 VOM19980619.0900.0264
VOM19980614.0700.0471 -6.476286e-002 VOM19980614.0700.0471
VOM19980510.0730.0225 -6.477343e-002 VOM19980510.0730.0225
VOM19980510.0700.0400 -6.477343e-002 VOM19980510.0700.0400
VOM19980225.0700.0627 -6.482243e-002 VOM19980225.0700.0627
VOM19980316.0700.0702 -6.486588e-002 VOM19980316.0700.0702
VOM19980521.0700.0559 -6.486785e-002 VOM19980521.0700.0559
VOM19980317.0700.0320 -6.507009e-002 VOM19980317.0700.0320
VOM19980515.0700.0236 -6.525358e-002 VOM19980515.0700.0236
VOM19980628.0730.0026 -6.538182e-002 VOM19980628.0730.0026
VOM19980606.0730.0174 -6.542622e-002 VOM19980606.0730.0174
VOM19980327.0900.0297 -6.545063e-002 VOM19980327.0900.0297
VOM19980223.0900.1740 -6.546471e-002 VOM19980223.0900.1740
VOM19980603.0700.0071 -6.574895e-002 VOM19980603.0700.0071
VOM19980520.0900.0218 -6.576628e-002 VOM19980520.0900.0218
VOM19980609.0730.0117 -6.583668e-002 VOM19980609.0730.0117
VOM19980609.0700.0214 -6.583668e-002 VOM19980609.0700.0214
VOM19980527.0900.0223 -6.605728e-002 VOM19980527.0900.0223
VOM19980604.0900.0085 -6.609513e-002 VOM19980604.0900.0085
VOM19980301.0700.0136 -6.612907e-002 VOM19980301.0700.0136
VOM19980319.0700.0647 -6.626970e-002 VOM19980319.0700.0647
VOM19980403.0700.0435 -6.640510e-002 VOM19980403.0700.0435
VOM19980303.0900.2085 -6.646514e-002 VOM19980303.0900.2085
VOM19980603.0730.0036 -6.647949e-002 VOM19980603.0730.0036
VOM19980222.0700.1842 -6.650175e-002 VOM19980222.0700.1842
VOM19980624.0900.0227 -6.682616e-002 VOM19980624.0900.0227
VOM19980304.0900.0183 -6.700081e-002 VOM19980304.0900.0183
VOM19980224.0900.0364 -6.706958e-002 VOM19980224.0900.0364
VOM19980224.0700.0299 -6.711194e-002 VOM19980224.0700.0299
VOM19980515.0900.0086 -6.717065e-002 VOM19980515.0900.0086
VOM19980511.0900.0039 -6.721710e-002 VOM19980511.0900.0039
VOM19980521.0900.0107 -6.730432e-002 VOM19980521.0900.0107
VOM19980223.0900.0154 -6.747058e-002 VOM19980223.0900.0154
VOM19980220.0900.0387 -6.756985e-002 VOM19980220.0900.0387
VOM19980224.0700.0173 -6.760260e-002 VOM19980224.0700.0173
VOM19980630.0730.0091 -6.761871e-002 VOM19980630.0730.0091
VOM19980522.0900.0121 -6.781847e-002 VOM19980522.0900.0121
VOM19980522.0730.0122 -6.781847e-002 VOM19980522.0730.0122
VOM19980627.0700.0504 -6.788996e-002 VOM19980627.0700.0504
VOM19980614.0730.0034 -6.792266e-002 VOM19980614.0730.0034
VOM19980607.0700.0551 -6.792641e-002 VOM19980607.0700.0551
VOM19980403.0900.2121 -6.797175e-002 VOM19980403.0900.2121
VOM19980521.0700.0223 -6.803592e-002 VOM19980521.0700.0223
VOM19980618.0700.0436 -6.812099e-002 VOM19980618.0700.0436
VOM19980422.0900.0123 -6.815592e-002 VOM19980422.0900.0123
VOM19980602.0900.0005 -6.827365e-002 VOM19980602.0900.0005
VOM19980630.0700.0507 -6.828204e-002 VOM19980630.0700.0507
VOM19980626.0900.0075 -6.831387e-002 VOM19980626.0900.0075
VOM19980403.0700.0489 -6.837499e-002 VOM19980403.0700.0489
VOM19980223.0700.0197 -6.839889e-002 VOM19980223.0700.0197
VOM19980515.0730.0128 -6.866014e-002 VOM19980515.0730.0128
VOM19980626.0730.0070 -6.868047e-002 VOM19980626.0730.0070
VOM19980304.0700.0464 -6.884937e-002 VOM19980304.0700.0464
VOM19980227.0900.2021 -6.895306e-002 VOM19980227.0900.2021
VOM19980316.0900.0367 -6.903414e-002 VOM19980316.0900.0367
VOM19980317.0900.2122 -6.904438e-002 VOM19980317.0900.2122
VOM19980529.0730.0209 -6.912547e-002 VOM19980529.0730.0209
VOM19980626.0730.0039 -6.950989e-002 VOM19980626.0730.0039
VOM19980316.0900.0202 -6.968720e-002 VOM19980316.0900.0202
VOM19980529.0900.0243 -6.992975e-002 VOM19980529.0900.0243
VOM19980220.0700.0321 -7.009573e-002 VOM19980220.0700.0321
VOM19980602.0730.0002 -7.009643e-002 VOM19980602.0730.0002
VOM19980626.0900.0044 -7.011844e-002 VOM19980626.0900.0044
VOM19980626.0700.0182 -7.011844e-002 VOM19980626.0700.0182
VOM19980520.0730.0002 -7.042833e-002 VOM19980520.0730.0002
VOM19980520.0900.0007 -7.104392e-002 VOM19980520.0900.0007
VOM19980416.0900.0090 -7.104649e-002 VOM19980416.0900.0090
VOM19980413.0900.0011 -7.116585e-002 VOM19980413.0900.0011
VOM19980603.0900.0042 -7.128113e-002 VOM19980603.0900.0042
VOM19980510.0730.0001 -7.131203e-002 VOM19980510.0730.0001
VOM19980223.0900.1935 -7.137069e-002 VOM19980223.0900.1935
VOM19980528.0900.0006 -7.170584e-002 VOM19980528.0900.0006
VOM19980410.0900.0267 -7.185818e-002 VOM19980410.0900.0267
VOM19980609.0730.0153 -7.199215e-002 VOM19980609.0730.0153
VOM19980604.0900.0182 -7.199332e-002 VOM19980604.0900.0182
VOM19980624.0700.0343 -7.218596e-002 VOM19980624.0700.0343
VOM19980618.0700.0489 -7.219995e-002 VOM19980618.0700.0489
VOM19980520.0700.0038 -7.222630e-002 VOM19980520.0700.0038
VOM19980316.0900.2040 -7.224483e-002 VOM19980316.0900.2040
VOM19980616.0700.0045 -7.244123e-002 VOM19980616.0700.0045
VOM19980616.0900.0077 -7.265507e-002 VOM19980616.0900.0077
VOM19980616.0730.0252 -7.265507e-002 VOM19980616.0730.0252
VOM19980609.0900.0148 -7.270393e-002 VOM19980609.0900.0148
VOM19980312.0900.1930 -7.278598e-002 VOM19980312.0900.1930
VOM19980317.0700.0588 -7.317362e-002 VOM19980317.0700.0588
VOM19980522.0700.0553 -7.318165e-002 VOM19980522.0700.0553
VOM19980618.0730.0281 -7.320704e-002 VOM19980618.0730.0281
VOM19980504.0700.0268 -7.325315e-002 VOM19980504.0700.0268
VOM19980305.0900.1967 -7.354382e-002 VOM19980305.0900.1967
VOM19980630.0730.0002 -7.356056e-002 VOM19980630.0730.0002
VOM19980618.0900.0057 -7.371632e-002 VOM19980618.0900.0057
VOM19980327.0900.3297 -7.372227e-002 VOM19980327.0900.3297
VOM19980531.0730.0265 -7.403425e-002 VOM19980531.0730.0265
VOM19980619.0900.0162 -7.409895e-002 VOM19980619.0900.0162
VOM19980227.0900.3538 -7.412334e-002 VOM19980227.0900.3538
VOM19980223.0700.0734 -7.422816e-002 VOM19980223.0700.0734
VOM19980504.0700.0300 -7.423081e-002 VOM19980504.0700.0300
VOM19980617.0700.0271 -7.430659e-002 VOM19980617.0700.0271
VOM19980614.0700.0111 -7.439657e-002 VOM19980614.0700.0111
VOM19980414.0900.0040 -7.473120e-002 VOM19980414.0900.0040
VOM19980520.0900.0151 -7.476006e-002 VOM19980520.0900.0151
VOM19980503.0700.0524 -7.482172e-002 VOM19980503.0700.0524
VOM19980521.0900.0068 -7.488713e-002 VOM19980521.0900.0068
VOM19980521.0730.0029 -7.488713e-002 VOM19980521.0730.0029
VOM19980305.0700.0436 -7.489405e-002 VOM19980305.0700.0436
VOM19980316.0700.0219 -7.499699e-002 VOM19980316.0700.0219
VOM19980227.0900.3434 -7.501927e-002 VOM19980227.0900.3434
VOM19980224.0700.0588 -7.509971e-002 VOM19980224.0700.0588
VOM19980528.0900.0169 -7.522985e-002 VOM19980528.0900.0169
VOM19980504.0730.0100 -7.537140e-002 VOM19980504.0730.0100
VOM19980315.0700.2184 -7.572898e-002 VOM19980315.0700.2184
VOM19980630.0900.0005 -7.593034e-002 VOM19980630.0900.0005
VOM19980520.0730.0115 -7.597921e-002 VOM19980520.0730.0115
VOM19980305.0900.0295 -7.603069e-002 VOM19980305.0900.0295
VOM19980616.0900.0038 -7.610309e-002 VOM19980616.0900.0038
